path,label,km_k50
/content/stargan-v2/data/combined_balanced/train/real/pixabay_wild_000953.jpg,0,42
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_000877.jpg,0,5
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_001721.jpg,0,10
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_002614.jpg,0,4
/content/stargan-v2/data/combined_balanced/train/real/flickr_dog_001171.jpg,0,10
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_000398.jpg,0,10
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_000216.jpg,0,12
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_003565.jpg,0,49
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_000667.jpg,0,23
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_004699.jpg,0,15
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_000883.jpg,0,9
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_001446.jpg,0,40
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_000021.jpg,0,0
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_001274.jpg,0,18
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_001828.jpg,0,14
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_001103.jpg,0,17
/content/stargan-v2/data/combined_balanced/train/real/flickr_dog_000191.jpg,0,46
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_004502.jpg,0,4
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_002093.jpg,0,36
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_002684.jpg,0,6
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_003670.jpg,0,12
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_003797.jpg,0,1
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_002967.jpg,0,3
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_001995.jpg,0,19
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_000535.jpg,0,29
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_002799.jpg,0,44
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_004098.jpg,0,32
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_000085.jpg,0,37
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_003260.jpg,0,10
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_001514.jpg,0,13
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_000729.jpg,0,3
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_001250.jpg,0,34
/content/stargan-v2/data/combined_balanced/train/real/pixabay_wild_000238.jpg,0,17
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_000666.jpg,0,24
/content/stargan-v2/data/combined_balanced/train/real/flickr_cat_000647.jpg,0,21
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_003544.jpg,0,22
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_002764.jpg,0,24
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_003697.jpg,0,28
/content/stargan-v2/data/combined_balanced/train/real/flickr_dog_000978.jpg,0,27
/content/stargan-v2/data/combined_balanced/train/real/flickr_cat_000676.jpg,0,44
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_004639.jpg,0,4
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_001181.jpg,0,24
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_003215.jpg,0,22
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_003126.jpg,0,35
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_000560.jpg,0,41
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_000295.jpg,0,27
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_001742.jpg,0,30
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_001812.jpg,0,14
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_002237.jpg,0,19
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_001093.jpg,0,23
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_002181.jpg,0,19
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_003690.jpg,0,36
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_003464.jpg,0,49
/content/stargan-v2/data/combined_balanced/train/real/pixabay_wild_000815.jpg,0,17
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_003495.jpg,0,29
/content/stargan-v2/data/combined_balanced/train/real/pixabay_wild_001227.jpg,0,34
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_002428.jpg,0,27
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_004751.jpg,0,37
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_004294.jpg,0,8
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_001530.jpg,0,49
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_001048.jpg,0,29
/content/stargan-v2/data/combined_balanced/train/real/pixabay_wild_001170.jpg,0,40
/content/stargan-v2/data/combined_balanced/train/real/flickr_dog_000615.jpg,0,25
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_000078.jpg,0,23
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_002329.jpg,0,28
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_001284.jpg,0,12
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_000015.jpg,0,29
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_003350.jpg,0,6
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_001750.jpg,0,40
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_000015.jpg,0,22
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_000611.jpg,0,45
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_004033.jpg,0,24
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_001021.jpg,0,34
/content/stargan-v2/data/combined_balanced/train/real/flickr_dog_000223.jpg,0,13
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_001049.jpg,0,17
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_004039.jpg,0,30
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_001776.jpg,0,37
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_001396.jpg,0,23
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_001469.jpg,0,13
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_002063.jpg,0,35
/content/stargan-v2/data/combined_balanced/train/real/flickr_cat_000528.jpg,0,1
/content/stargan-v2/data/combined_balanced/train/real/flickr_dog_000117.jpg,0,2
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_000733.jpg,0,27
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_001506.jpg,0,44
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_000285.jpg,0,27
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_003832.jpg,0,3
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_000277.jpg,0,13
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_002091.jpg,0,28
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_003037.jpg,0,17
/content/stargan-v2/data/combined_balanced/train/real/flickr_cat_000410.jpg,0,10
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_003803.jpg,0,31
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_002438.jpg,0,1
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_004573.jpg,0,23
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_000097.jpg,0,7
/content/stargan-v2/data/combined_balanced/train/real/pixabay_wild_000167.jpg,0,17
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_001652.jpg,0,10
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_001689.jpg,0,12
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_001554.jpg,0,24
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_000561.jpg,0,25
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_001427.jpg,0,24
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_000160.jpg,0,10
/content/stargan-v2/data/combined_balanced/train/real/pixabay_wild_000615.jpg,0,31
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_001183.jpg,0,8
/content/stargan-v2/data/combined_balanced/train/real/pixabay_wild_000023.jpg,0,24
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_004063.jpg,0,37
/content/stargan-v2/data/combined_balanced/train/real/pixabay_wild_001219.jpg,0,37
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_001286.jpg,0,25
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_002591.jpg,0,19
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_002718.jpg,0,24
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_001007.jpg,0,35
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_000442.jpg,0,25
/content/stargan-v2/data/combined_balanced/train/real/flickr_dog_000645.jpg,0,16
/content/stargan-v2/data/combined_balanced/train/real/flickr_dog_000090.jpg,0,30
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_000660.jpg,0,19
/content/stargan-v2/data/combined_balanced/train/real/flickr_dog_001044.jpg,0,22
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_004492.jpg,0,12
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_004230.jpg,0,36
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_001692.jpg,0,40
/content/stargan-v2/data/combined_balanced/train/real/flickr_dog_000481.jpg,0,43
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_003827.jpg,0,13
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_000872.jpg,0,22
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_001261.jpg,0,30
/content/stargan-v2/data/combined_balanced/train/real/flickr_dog_000990.jpg,0,27
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_002674.jpg,0,3
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_002607.jpg,0,29
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_001242.jpg,0,10
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_000244.jpg,0,10
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_003896.jpg,0,23
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_000190.jpg,0,29
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_001417.jpg,0,4
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_003331.jpg,0,40
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_002507.jpg,0,14
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_002840.jpg,0,8
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_001940.jpg,0,23
/content/stargan-v2/data/combined_balanced/train/real/flickr_cat_000807.jpg,0,32
/content/stargan-v2/data/combined_balanced/train/real/flickr_dog_000918.jpg,0,38
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_002301.jpg,0,19
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_003190.jpg,0,42
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_001538.jpg,0,36
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_003426.jpg,0,34
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_003502.jpg,0,37
/content/stargan-v2/data/combined_balanced/train/real/flickr_dog_000642.jpg,0,24
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_003773.jpg,0,44
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_000774.jpg,0,34
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_003131.jpg,0,17
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_001108.jpg,0,8
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_002350.jpg,0,1
/content/stargan-v2/data/combined_balanced/train/real/flickr_dog_000838.jpg,0,2
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_002637.jpg,0,24
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_003923.jpg,0,19
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_000828.jpg,0,42
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_003794.jpg,0,8
/content/stargan-v2/data/combined_balanced/train/real/flickr_cat_000805.jpg,0,44
/content/stargan-v2/data/combined_balanced/train/real/pixabay_wild_000181.jpg,0,17
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_001700.jpg,0,20
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_004717.jpg,0,39
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_002097.jpg,0,42
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_000200.jpg,0,3
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_000776.jpg,0,10
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_002966.jpg,0,21
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_001688.jpg,0,13
/content/stargan-v2/data/combined_balanced/train/real/flickr_dog_000265.jpg,0,24
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_002119.jpg,0,6
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_000708.jpg,0,6
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_002142.jpg,0,28
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_000089.jpg,0,4
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_002653.jpg,0,10
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_003026.jpg,0,29
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_001059.jpg,0,19
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_001897.jpg,0,49
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_000557.jpg,0,40
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_002188.jpg,0,35
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_003167.jpg,0,38
/content/stargan-v2/data/combined_balanced/train/real/flickr_cat_000708.jpg,0,29
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_001137.jpg,0,36
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_004460.jpg,0,12
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_000740.jpg,0,25
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_002039.jpg,0,25
/content/stargan-v2/data/combined_balanced/train/real/pixabay_wild_000485.jpg,0,40
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_003585.jpg,0,40
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_000837.jpg,0,23
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_003639.jpg,0,25
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_000752.jpg,0,24
/content/stargan-v2/data/combined_balanced/train/real/pixabay_wild_000225.jpg,0,17
/content/stargan-v2/data/combined_balanced/train/real/flickr_cat_000604.jpg,0,29
/content/stargan-v2/data/combined_balanced/train/real/pixabay_wild_000870.jpg,0,8
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_002343.jpg,0,18
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_000740.jpg,0,20
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_001788.jpg,0,0
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_001433.jpg,0,18
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_000636.jpg,0,41
/content/stargan-v2/data/combined_balanced/train/real/flickr_dog_000323.jpg,0,10
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_003520.jpg,0,44
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_001457.jpg,0,36
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_000131.jpg,0,35
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_000265.jpg,0,46
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_002613.jpg,0,40
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_002574.jpg,0,31
/content/stargan-v2/data/combined_balanced/train/real/flickr_dog_001053.jpg,0,24
/content/stargan-v2/data/combined_balanced/train/real/flickr_dog_000187.jpg,0,36
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_002864.jpg,0,19
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_002784.jpg,0,3
/content/stargan-v2/data/combined_balanced/train/real/flickr_dog_000046.jpg,0,22
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_003170.jpg,0,13
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_001044.jpg,0,4
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_000706.jpg,0,5
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_003458.jpg,0,24
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_000500.jpg,0,44
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_004045.jpg,0,24
/content/stargan-v2/data/combined_balanced/train/real/pixabay_wild_000575.jpg,0,12
/content/stargan-v2/data/combined_balanced/train/real/flickr_dog_000588.jpg,0,41
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_000945.jpg,0,1
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_000829.jpg,0,1
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_001263.jpg,0,13
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_000100.jpg,0,45
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_000757.jpg,0,4
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_003414.jpg,0,25
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_000905.jpg,0,29
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_000937.jpg,0,17
/content/stargan-v2/data/combined_balanced/train/real/pixabay_wild_000895.jpg,0,29
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_004411.jpg,0,39
/content/stargan-v2/data/combined_balanced/train/real/flickr_dog_000080.jpg,0,37
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_003235.jpg,0,2
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_004762.jpg,0,30
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_003876.jpg,0,44
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_000680.jpg,0,44
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_002756.jpg,0,32
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_003146.jpg,0,16
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_001329.jpg,0,16
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_000389.jpg,0,16
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_003519.jpg,0,4
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_002535.jpg,0,40
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_003522.jpg,0,7
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_000879.jpg,0,7
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_003469.jpg,0,10
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_000811.jpg,0,43
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_003869.jpg,0,49
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_002509.jpg,0,11
/content/stargan-v2/data/combined_balanced/train/real/flickr_dog_001075.jpg,0,10
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_000543.jpg,0,20
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_001667.jpg,0,8
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_000866.jpg,0,21
/content/stargan-v2/data/combined_balanced/train/real/flickr_dog_000853.jpg,0,10
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_002973.jpg,0,12
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_001494.jpg,0,40
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_000500.jpg,0,27
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_002989.jpg,0,17
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_004812.jpg,0,27
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_002634.jpg,0,31
/content/stargan-v2/data/combined_balanced/train/real/pixabay_wild_000465.jpg,0,12
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_001217.jpg,0,16
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_004186.jpg,0,7
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_000345.jpg,0,37
/content/stargan-v2/data/combined_balanced/train/real/flickr_dog_000188.jpg,0,6
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_003543.jpg,0,7
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_003119.jpg,0,19
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_002837.jpg,0,8
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_004408.jpg,0,44
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_000471.jpg,0,23
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_000488.jpg,0,40
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_000799.jpg,0,4
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_001553.jpg,0,34
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_002877.jpg,0,8
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_003504.jpg,0,27
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_003657.jpg,0,25
/content/stargan-v2/data/combined_balanced/train/real/pixabay_wild_000640.jpg,0,36
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_001410.jpg,0,37
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_001337.jpg,0,12
/content/stargan-v2/data/combined_balanced/train/real/flickr_dog_001144.jpg,0,27
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_000505.jpg,0,2
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_000497.jpg,0,43
/content/stargan-v2/data/combined_balanced/train/real/flickr_cat_000753.jpg,0,39
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_002146.jpg,0,30
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_001310.jpg,0,12
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_002987.jpg,0,36
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_004203.jpg,0,29
/content/stargan-v2/data/combined_balanced/train/real/flickr_cat_000557.jpg,0,44
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_002477.jpg,0,38
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_003933.jpg,0,17
/content/stargan-v2/data/combined_balanced/train/real/flickr_dog_000016.jpg,0,41
/content/stargan-v2/data/combined_balanced/train/real/flickr_dog_000781.jpg,0,43
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_000312.jpg,0,24
/content/stargan-v2/data/combined_balanced/train/real/pixabay_wild_000852.jpg,0,17
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_001687.jpg,0,13
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_001905.jpg,0,37
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_002510.jpg,0,47
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_000892.jpg,0,8
/content/stargan-v2/data/combined_balanced/train/real/pixabay_wild_000554.jpg,0,40
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_000863.jpg,0,17
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_001033.jpg,0,18
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_002424.jpg,0,4
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_003637.jpg,0,24
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_003765.jpg,0,47
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_003144.jpg,0,23
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_000668.jpg,0,39
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_003744.jpg,0,28
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_001156.jpg,0,44
/content/stargan-v2/data/combined_balanced/train/real/flickr_dog_000894.jpg,0,26
/content/stargan-v2/data/combined_balanced/train/real/pixabay_wild_000918.jpg,0,21
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_002811.jpg,0,8
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_000599.jpg,0,20
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_001735.jpg,0,5
/content/stargan-v2/data/combined_balanced/train/real/pixabay_dog_001758.jpg,0,40
/content/stargan-v2/data/combined_balanced/train/real/pixabay_cat_002910.jpg,0,12
/content/stargan-v2/data/combined_balanced/train/real/flickr_wild_002001.jpg,0,21
